34.62365962,0
30.28671077,0
35.84740877,0
60.18259939,1
79.03273605,1
45.08327748,0
61.10666454,1
75.02474557,1
76.0987867,1
84.43281996,1
95.86155507,0
75.01365839,0
82.30705337,1
69.36458876,1
39.53833914,0
53.97105215,1
69.07014406,1
67.94685548,0
70.66150955,1
76.97878373,1
67.37202755,0
89.67677575,1
50.53478829,0
34.21206098,0
77.92409145,1
62.27101367,1
80.19018075,1
93.1143888,0
61.83020602,0
38.7858038,0
61.37928945,1
85.40451939,1
52.10797973,0
52.04540477,1
40.23689374,0
54.63510555,0
33.91550011,0
64.17698887,1
74.78925296,0
34.18364003,0
83.90239366,1
51.54772027,0
94.44336777,1
82.36875376,0
51.04775177,0
62.22267576,0
77.19303493,1
97.77159928,1
62.0730638,1
91.5649745,1
79.94481794,1
99.27252693,1
90.54671411,1
34.52451385,0
50.28649612,0
49.58667722,0
97.64563396,1
32.57720017,0
74.24869137,1
71.79646206,1
75.39561147,1
35.28611282,0
56.2538175,0
30.05882245,0
44.66826172,0
66.56089447,0
40.45755098,1
49.07256322,0
80.27957401,1
66.74671857,1
32.72283304,0
64.03932042,1
72.34649423,1
60.45788574,1
58.84095622,1
99.8278578,1
47.26426911,1
50.4581598,1
60.45555629,0
82.22666158,0
88.91389642,1
94.83450672,1
67.31925747,1
57.23870632,1
80.366756,1
68.46852179,1
42.07545454,0
75.47770201,1
78.63542435,1
52.34800399,0
94.09433113,1
90.44855097,1
55.48216114,0
74.49269242,1
89.84580671,1
83.48916274,1
42.26170081,1
99.31500881,1
55.34001756,1
74.775893,1
